#OTU ID,ANNDRY,ANNH2O,ANNMUK,BOGDRY,BOGH2O,BOGMUK,TUNDRY,TUNH2O,TUNMUK,VPDRY,VPGF10,VPGF11,VPGF12,VPGF15,VPGF16,VPGF18,VPGF2,VPGF3,VPGF5,VPGF7,VPGF7B,VPGF9,VPH2O,VPMUK,VPPF1,VPPF10,VPPF11,VPPF12,VPPF13,VPPF15,VPPF16,VPPF16B,VPPF17,VPPF18,VPPF19,VPPF2,VPPF20,VPPF21,VPPF22,VPPF23,VPPF24,VPPF25,VPPF3,VPPF4,VPPF5,VPPF6,VPPF7,VPPF9,VPTAD1,VPTAD12,VPTAD18,VPTAD20,VPTAD21,VPTAD22,VPTAD25,VPTAD34,VPTAD35,VPTAD38,VPTAD4,VPTAD40,VPUPDRY,VPUPH2O,VPUPMUK,VPWF1,VPWF10,VPWF11,VPWF12,VPWF18,VPWF19,VPWF20,VPWF21,VPWF4,VPWF5,VPWF6,VPWF7,VPWF8,VPWF9,taxonomy
d349c1218c97480fe96a012bc5375ab0,5,0,45,0,0,44,0,0,80,0,0,1,3,10,0,33,32,0,0,0,0,2,0,0,0,14,0,6,15,67,285,296,33,0,25,0,0,9,0,2,13,15,0,24,13,0,1,32,0,0,0,0,0,0,3,0,0,0,0,0,0,58,62,0,0,3,0,2,0,0,0,0,2,6,0,0,0,D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Planctomycetales; D_4__Rubinisphaeraceae; D_5__SH-PL14; D_6__uncultured planctomycete
b84fba0c14f3290b728632569e0cdb2c,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,33,0,0,18,8,9,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,37,87,15,25,44,32,0,142,41,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria; D_1__Spirochaetes; D_2__Spirochaetia; D_3__Spirochaetales; D_4__Spirochaetaceae; D_5__Spirochaeta 2
8ca47e3f7a6d3e6bf8ee598100421cbc,172,24,83,600,4,36,610,0,258,18,16,2,0,76,165,156,225,24,16,6,0,53,18,14,69,311,0,55,4,0,25,25,42,0,0,0,27,5,3,0,48,19,138,1349,30,199,76,81,0,3,1,0,15,10,4,175,10,3,16,76,540,20,31,280,2,31,101,14,402,0,3,60,2,6,0,4,4,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Rhizobiaceae; D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
b9781e39f4300fcfc6d995cf5df79388,85,16,24,216,0,18,203,13,43,7,0,0,0,10,16,0,32,12,12,0,0,0,0,0,0,48,0,10,18,0,30,0,0,3,32,28,0,76,0,0,0,0,33,362,22,32,10,60,0,0,0,0,0,0,0,16,4,0,6,31,311,0,7,41,0,11,0,22,20,0,0,16,0,0,0,0,0,D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Micrococcales; D_4__Microbacteriaceae
791ca5935b55de1be66b9c83d56e4167,0,53,0,0,112,28,0,35,19,0,0,0,0,0,0,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,7,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,65,0,0,0,0,12,0,0,7,0,0,5,12,0,0,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae
61ce80827f7196bc090fa9a4cc34a138,7,1,19,0,0,11,10,0,27,0,12,0,3,3,8,17,24,20,6,0,15,26,8,7,0,22,0,8,0,6,10,60,34,0,0,0,0,3,0,5,8,20,12,0,13,12,0,31,20,0,13,4,2,3,8,5,6,3,0,0,5,0,6,30,6,7,0,4,0,0,0,1,2,0,4,1,0,D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Propionibacteriales; D_4__Nocardioidaceae; D_5__Nocardioides
dde372be88a23b352c706b977cf40cb6,0,0,73,0,0,73,0,0,70,0,0,2,0,3,5,50,21,0,3,0,0,0,0,0,0,0,0,0,0,13,0,12,12,0,0,0,0,0,0,0,35,0,0,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,14,0,2,0,7,0,0,0,0,0,0,0,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__SC-I-84
c5cca8fa132e50e66c5fbfdcfaf8f69b,0,0,23,22,0,20,25,6,0,0,6,0,0,0,0,0,27,2,0,0,0,0,0,0,0,29,0,0,0,28,0,14,0,0,0,0,0,0,0,10,0,0,24,80,0,0,0,0,0,0,0,0,0,0,0,29,0,0,3,0,9,0,0,15,0,0,0,0,0,4,0,0,3,0,0,0,0,D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Frankiales; D_4__Nakamurellaceae; D_5__Nakamurella
7fc5255379a23e48136504408225fb8e,0,0,12,0,3,9,0,0,15,0,0,7,0,8,50,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,19,0,0,0,0,0,0,16,0,0,33,0,6,0,0,14,0,0,0,8,0,0,0,40,0,0,0,0,0,0,0,0,24,0,0,0,31,0,0,17,0,0,0,0,0,D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Verrucomicrobiales; D_4__Rubritaleaceae; D_5__Luteolibacter
96c79a609122408b95855ace69ad15f7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,37,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Rikenellaceae; D_5__Rikenella; D_6__Rikenella microfusus DSM 15922
8bc54d575f88d09b2ba16b7f571812ae,0,0,0,0,0,0,0,26,0,0,0,18,0,25,3,0,4,11,1,1,15,0,0,3,11,20,0,3,17,7,41,92,75,0,0,0,2,1,0,22,6,28,49,53,0,1,1,71,0,0,4,4,0,6,247,8,5,0,0,18,0,64,0,10,60,232,2,11,3,80,7,0,2,2,23,0,0,D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Corynebacteriales; D_4__Corynebacteriaceae; D_5__Corynebacterium 1
348eafe3ff12250c61739d798164fb78,0,0,24,0,0,59,0,0,34,0,0,0,0,12,0,16,24,0,3,0,0,0,0,0,0,0,0,2,0,0,92,12,17,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Verrucomicrobiales; D_4__Verrucomicrobiaceae; D_5__uncultured; D_6__uncultured bacterium
fcbac5351296a020a371b35eb62bad5c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,34,63,0,0,0,0,0,0,0,0,48,0,0,0,29,0,0,0,0,24,0,40,0,0,3,33,13,11,0,0,20,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,21,0,0,0,30,0,129,0,0,73,0,0,0,4,0,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae
0bdf95843ac7e45b65b6f7fbcba23fd7,19,13,8,0,62,21,0,3,17,0,0,9,9,7,0,0,28,0,0,0,0,0,0,0,11,29,3,5,0,0,0,4,61,0,0,0,0,0,0,9,18,8,0,0,21,6,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,27,45,0,95,0,0,5,27,0,2,0,5,3,0,0,0,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Caulobacterales; D_4__Hyphomonadaceae; D_5__Hirschia; D_6__metagenome
8064bf76723584a4b6fd72a35373bdb0,26,0,0,38,0,0,51,0,0,0,0,0,0,0,0,0,36,0,0,0,0,4,19,23,0,26,0,0,0,0,0,0,49,0,0,0,0,0,0,7,0,0,23,0,0,20,0,57,0,0,0,0,0,0,0,0,0,0,0,23,65,0,0,68,20,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae
7dcf728f529ed5f84baf26d0d0a3980d,0,0,127,0,0,145,0,0,71,0,0,10,0,23,6,197,113,0,0,0,0,0,0,0,0,13,0,0,0,80,14,0,37,0,0,0,0,0,0,6,115,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,36,0,30,5,32,5,18,0,0,11,0,5,7,5,0,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__SC-I-84
693986950b3dc1c2c0f212eb28606c5a,0,27,87,44,0,113,0,0,80,26,103,0,0,32,61,505,96,46,15,0,36,96,47,82,0,64,0,32,0,27,37,104,49,0,0,224,0,91,0,0,170,0,0,156,9,82,0,0,19,14,23,9,36,46,63,53,32,19,0,96,55,137,27,0,21,0,0,10,62,0,12,33,0,0,0,13,0,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Xanthobacteraceae
b5897bcfc589904c2e5dcf6cb744c614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,43,38,5,132,9,45,0,0,14,161,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Chromobacteriaceae; D_5__Aquitalea; D_6__Aquitalea magnusonii
30b411804a627b0491dd1dc063fcce92,7,298,0,0,228,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae; D_5__Aquabacterium; D_6__uncultured Burkholderiales bacterium
65222874c6abba1ac46976534b026449,0,0,0,0,0,0,0,57,0,0,0,62,0,0,0,0,0,18,0,0,105,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,0,43,0,88,0,0,0,23,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,7,0,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Pseudomonadales; D_4__Pseudomonadaceae; D_5__Pseudomonas
e3e6655cc66ec7d824aeada339db3285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria; D_1__Acidobacteria; D_2__Holophagae; D_3__Holophagales; D_4__Holophagaceae; D_5__uncultured bacterium; D_6__uncultured bacterium
c99411617a88b5f4a84ba5b6cd7eea01,11,0,12,0,2,5,3,0,14,0,0,0,0,55,0,0,16,0,106,176,0,0,0,0,0,0,59,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Kaistiaceae; D_5__Kaistia; D_6__uncultured bacterium
c94fdcd200a08c4e5d591435cc8d230c,0,9,20,0,6,31,0,0,55,0,0,8,18,10,0,0,41,0,6,0,0,0,0,0,0,10,0,0,0,0,37,17,28,0,0,0,0,0,0,0,13,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,10,0,0,0,0,0,0,0,0,1,0,0,0,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__JG36-TzT-191; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
30248d5f67fbffb764be5be30bf8dabe,3,0,6,2,0,118,7,0,8,0,0,2,7,0,3,1,6,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,175,2,0,6,5,4,21,16,68,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Chitinophagaceae; D_5__uncultured; D_6__uncultured Chitinophagaceae bacterium
0fd25ca8191dca1d92215c2e834319aa,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,36,0,0,0,0,36,0,24,59,169,141,0,0,0,0,0,0,0,54,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Micrococcales; D_4__Micrococcaceae
dd452094efd01d7e12390df1600a5a22,320,0,0,1303,0,0,33,125,0,0,0,0,276,403,0,0,0,0,54,0,38,0,0,0,63,250,157,46,0,0,45,0,24,16,0,0,9,0,0,15,22,1905,0,0,81,3009,140,0,0,0,378,0,0,0,0,0,0,0,0,0,0,74,0,64,0,0,42,3436,125,82,25,0,0,0,305,0,110,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Enterobacteriales; D_4__Enterobacteriaceae
696e3d81a6567cb1f910efaf6bf4548e,17,0,0,7,0,0,0,0,0,0,196,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,101,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Beijerinckiaceae; D_5__1174-901-12
f52e34a07ff2e814f50950ea181cb271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,268,17,0,0,11,2,0,0,0,0,0,0,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Pseudomonadales; D_4__Moraxellaceae; D_5__Acinetobacter
f10b12befc8b62351acf53047f2505f6,12,0,0,0,0,0,0,12,0,0,0,0,0,0,88,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,11,0,0,0,0,126,0,137,4,0,28,0,0,0,0,0,D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Propionibacteriales; D_4__Nocardioidaceae; D_5__Nocardioides
ce60e0b214bf5d8a0a946025e52059b7,40,2351,48,30,3387,149,0,34,5,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,1,0,0,0,0,0,0,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae; D_5__Aquabacterium
65902170463c50bae2940927ef086f5e,0,0,0,0,0,0,0,0,0,0,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,126,0,0,0,2,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Eubacteriaceae; D_5__Eubacterium
832084d1484282f20806111400869583,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22,0,0,0,4,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,82,58,46,59,11,1,70,0,911,11,92,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria
f195391b6b9668a235142ab5a2c9c2ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,9,18,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,28,59,34,70,34,0,30,48,36,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Beijerinckiaceae; D_5__Rhodoblastus; D_6__uncultured bacterium
2bcc7082f4a29b154bcaa87cf00b4fe3,20,25,81,11,0,29,21,0,48,0,0,0,6,15,50,11,12,0,6,0,0,0,0,0,0,15,0,2,7,40,0,0,10,0,0,104,53,0,0,0,11,0,0,54,0,0,1,0,0,0,0,0,2,0,0,36,0,0,0,0,8,0,21,36,0,0,83,0,40,0,0,12,2,0,0,0,0,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Beijerinckiaceae; D_5__Bosea
a6772a164790bcd0a40146aa2e4950ed,0,0,5,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,14,0,199,0,0,36,1,4,11,3,0,D_0__Bacteria; D_1__Acidobacteria; D_2__Blastocatellia (Subgroup 4); D_3__Blastocatellales; D_4__Blastocatellaceae; D_5__uncultured; D_6__uncultured Acidobacteria bacterium
4fbbe364adcde3a84f51a161ebfa54b7,4315,35,9,362,0,10,1946,164,0,0,0,100,36,42,0,0,107,0,5,17,306,7,0,0,39,797,98,35,87,0,178,0,0,6,0,0,10,16,15,53,32,1446,0,63,17,2213,394,66,0,0,0,0,0,0,131,63,0,7,0,0,598,180,25,17,38,102,94,704,71,41,35,17,16,10,69,4,92,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Enterobacteriales; D_4__Enterobacteriaceae
9be0931c4b0c17b9874b1aa5986043d5,10,0,15,0,2,52,0,0,26,0,0,0,0,1,20,5,11,0,0,0,27,0,0,0,0,0,0,4,0,0,0,104,0,0,0,0,0,0,0,3,2,0,0,75,42,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,332,0,0,0,0,0,20,2,0,0,1,3,0,0,0,D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Gemmatales; D_4__Gemmataceae; D_5__Fimbriiglobus
c512dd7d8b27a9da917602e6a72008da,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,9,79,14,60,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,36,23,96,2,19,20,0,58,27,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__Polyangiaceae
2e15b5a7c68773665205d6b909b83e52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,43,0,7,5,7,0,64,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhodospirillales; D_4__uncultured; D_5__uncultured bacterium; D_6__uncultured bacterium
d0099ee91dbd9830ee9ca81d0ee85747,64,24,2,6,0,2,13,41,0,0,0,6,9,512,5,13,33,19,1260,1361,61,44,0,0,0,28,867,559,0,170,41,19,87,1,102,83,9,0,4,25,11,19,12,90,16,22,3,69,6,17,20,19,8,15,13,3,9,14,42,61,3,343,1,7,71,34,21,17,15,23,11,9,2,2,39,7,6,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Xanthomonadales; D_4__Xanthomonadaceae; D_5__Stenotrophomonas
1fe1038ba8feb853d6ca01a1072c861d,8,0,0,14,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Propionibacteriales; D_4__Nocardioidaceae; D_5__Nocardioides
